gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
female,0,no,no,56,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,106.8,5914.4,no
female,0,yes,no,47,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic_check,98.75,4533.7,yes
male,0,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,no,mailed_check,79.15,5536.5,no
male,0,no,no,48,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),108.1,5067.45,no
male,0,no,no,1,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic_check,61.15,61.15,no
female,0,yes,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.9,45.75,no
male,0,yes,no,29,no,no_phone_service,dsl,no,no,no,no,yes,no,month-to-month,no,mailed_check,33.75,1009.25,no
male,0,no,no,12,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,mailed_check,112.95,1384.75,yes
male,0,no,no,8,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.85,572.45,no
female,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.1,75.1,yes
female,0,yes,yes,23,yes,yes,dsl,yes,no,yes,yes,yes,no,two_year,yes,bank_transfer_(automatic),77.15,1759.4,no
male,1,no,no,47,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,no,mailed_check,85.5,4042.3,yes
male,1,yes,no,54,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),99.05,5295.7,no
female,0,no,no,25,no,no_phone_service,dsl,no,no,yes,yes,yes,yes,one_year,no,electronic_check,54.2,1423.15,no
male,0,no,no,26,yes,yes,fiber_optic,no,no,yes,yes,no,no,month-to-month,yes,mailed_check,84.3,2281.6,no
male,0,yes,yes,68,yes,no,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),103.25,7074.4,no
male,1,no,yes,56,yes,no,fiber_optic,yes,no,no,no,yes,yes,one_year,no,credit_card_(automatic),94.8,5264.3,no
female,1,yes,no,66,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),108.1,7181.95,no
female,0,no,no,11,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,64.9,716.1,no
female,1,no,no,46,yes,yes,dsl,no,no,yes,yes,no,yes,one_year,yes,credit_card_(automatic),69.1,3255.35,no
male,1,yes,no,33,no,no_phone_service,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic_check,50.0,1750.85,no
female,0,yes,yes,54,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),104.1,5645.8,no
male,0,no,no,72,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),65.6,4566.5,no
male,1,yes,no,54,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),24.95,1364.75,no
female,0,no,no,55,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,73.1,4144.9,no
male,0,yes,no,68,yes,no,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,electronic_check,100.3,6754.35,no
female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two_year,no,bank_transfer_(automatic),66.85,4758.8,no
female,0,yes,yes,18,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),24.65,471.35,no
female,1,yes,no,52,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,109.1,5647.95,no
male,0,yes,yes,54,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,electronic_check,105.2,5637.85,no
male,0,yes,yes,17,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.9,329.75,no
male,1,yes,no,33,yes,no,fiber_optic,yes,yes,no,yes,no,yes,one_year,yes,electronic_check,93.55,3055.5,no
female,0,no,no,61,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,electronic_check,103.95,6423.0,no
male,0,yes,yes,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,90.1,90.1,no
female,1,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two_year,yes,bank_transfer_(automatic),82.7,5831.2,no
female,0,no,no,6,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,mailed_check,63.4,348.8,no
male,0,yes,yes,69,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),81.95,5601.4,no
female,0,no,no,9,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,83.3,803.3,yes
male,0,yes,no,34,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.05,3480.0,yes
female,0,yes,no,60,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),60.8,3603.45,no
male,0,yes,yes,51,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,23.95,1216.35,no
female,0,yes,yes,43,yes,no,dsl,yes,no,yes,no,yes,yes,two_year,no,bank_transfer_(automatic),75.2,3254.35,no
male,0,yes,yes,42,yes,no,dsl,yes,no,no,yes,no,yes,one_year,no,credit_card_(automatic),63.7,2763.35,no
male,1,yes,no,29,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,51.6,1442.0,no
female,0,no,no,3,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,89.45,240.45,yes
female,0,yes,no,46,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),24.45,1066.15,no
male,0,yes,yes,17,yes,no,fiber_optic,yes,no,yes,no,yes,no,month-to-month,yes,electronic_check,89.4,1539.45,yes
female,0,no,no,43,yes,yes,dsl,no,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),85.1,3662.25,no
male,0,no,no,45,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,month-to-month,yes,credit_card_(automatic),108.45,4964.7,no
male,0,yes,no,72,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),109.95,7852.4,no
female,0,yes,no,4,no,no_phone_service,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,29.05,129.6,no
male,0,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,18.95,130.55,no
female,1,no,no,2,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),79.75,159.4,yes
female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,25.1,25.1,yes
female,0,no,no,7,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.35,564.65,no
male,1,no,no,8,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.7,560.85,yes
male,0,yes,yes,15,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,no,mailed_check,75.1,1151.55,no
female,0,no,no,45,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,115.65,5125.5,no
female,1,yes,no,32,yes,yes,fiber_optic,no,no,yes,no,no,no,month-to-month,no,mailed_check,79.3,2570.0,no
male,0,no,no,15,no,no_phone_service,dsl,no,no,yes,no,yes,yes,one_year,no,electronic_check,50.75,688.2,no
male,0,no,no,19,yes,no,fiber_optic,no,no,no,yes,no,yes,one_year,yes,credit_card_(automatic),87.7,1725.95,no
male,1,no,no,8,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.6,819.4,yes
female,0,no,no,9,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,mailed_check,58.5,539.85,yes
female,0,no,no,41,yes,yes,fiber_optic,yes,yes,yes,yes,yes,no,month-to-month,yes,electronic_check,106.5,4282.4,no
female,0,no,no,2,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,mailed_check,86.2,178.7,yes
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.6,20.6,no
male,0,yes,yes,28,yes,no,fiber_optic,no,yes,yes,yes,yes,no,one_year,no,bank_transfer_(automatic),92.9,2768.35,no
male,1,no,no,67,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),101.4,6841.05,no
female,1,no,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,electronic_check,111.65,7943.45,no
female,0,no,no,63,yes,yes,fiber_optic,no,yes,no,no,yes,yes,two_year,no,bank_transfer_(automatic),97.45,6253.0,no
female,0,yes,yes,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.05,1016.7,no
male,0,yes,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.35,278.85,no
female,0,no,no,4,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),70.05,266.9,yes
male,0,no,no,5,no,no_phone_service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,mailed_check,51.0,305.95,yes
male,0,no,no,24,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,credit_card_(automatic),79.85,2001.0,no
male,1,no,no,4,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.65,293.85,no
male,1,yes,yes,24,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,79.85,1857.75,no
female,1,no,no,40,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),103.75,4188.4,no
female,0,no,no,14,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,86.3,1180.95,yes
male,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed_check,45.3,45.3,yes
female,0,no,no,25,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,bank_transfer_(automatic),65.8,1679.65,no
male,0,yes,yes,7,no,no_phone_service,dsl,yes,no,no,yes,no,no,month-to-month,yes,electronic_check,34.5,279.25,yes
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.25,20.25,no
male,0,no,no,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.85,470.0,no
male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.3,19.3,no
male,0,yes,yes,7,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,credit_card_(automatic),71.35,515.75,no
female,0,yes,yes,55,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),85.1,4657.95,no
female,0,yes,no,2,yes,no,fiber_optic,yes,no,no,yes,no,no,month-to-month,yes,electronic_check,80.15,194.55,no
female,0,yes,yes,23,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,85.6,1868.4,no
male,0,yes,yes,70,yes,yes,fiber_optic,no,yes,no,no,yes,yes,two_year,no,bank_transfer_(automatic),98.3,6859.5,yes
male,1,yes,no,2,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),95.5,181.65,no
male,0,yes,no,48,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.25,855.1,no
male,1,no,no,67,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,75.7,5060.85,no
male,0,yes,yes,40,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,no,mailed_check,60.3,2448.5,no
male,0,yes,yes,35,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),73.45,2661.1,no
male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.15,163.7,no
male,0,yes,no,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.65,973.1,no
male,1,no,no,51,yes,no,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),94.0,4905.75,no
male,0,no,no,2,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,85.65,181.5,yes
female,0,no,no,60,yes,yes,fiber_optic,no,no,yes,no,no,no,one_year,yes,bank_transfer_(automatic),79.2,4765.0,no
male,0,no,no,1,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,yes,mailed_check,84.6,84.6,yes
male,0,no,no,3,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic_check,69.35,191.35,yes
male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,80.25,144.55,yes
male,0,no,yes,64,yes,no,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),99.15,6171.2,no
female,0,yes,no,30,yes,yes,fiber_optic,no,yes,no,yes,yes,no,month-to-month,yes,credit_card_(automatic),94.1,2804.45,yes
male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,44.95,85.15,yes
male,0,no,no,22,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.1,2162.6,no
male,0,no,yes,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed_check,49.9,49.9,yes
male,0,no,yes,16,yes,yes,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic_check,69.1,1083.7,no
male,0,yes,yes,68,yes,no,dsl,yes,yes,no,yes,yes,yes,two_year,no,bank_transfer_(automatic),82.85,5776.45,no
female,0,no,no,8,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),80.1,679.3,yes
female,0,no,no,47,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,mailed_check,58.9,2813.05,no
male,0,yes,yes,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),86.9,6194.1,no
male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.0,73.45,no
male,0,no,no,8,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,94.7,740.3,yes
male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,44.9,44.9,no
male,0,no,no,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.25,677.9,no
male,0,yes,no,61,yes,yes,fiber_optic,no,yes,no,yes,yes,no,two_year,yes,electronic_check,94.1,5638.3,yes
male,0,no,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,44.75,270.95,yes
male,0,yes,no,40,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),106.0,4178.65,no
female,0,yes,yes,30,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,bank_transfer_(automatic),66.3,1923.5,no
male,0,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),90.6,3358.65,no
female,0,yes,yes,7,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,24.7,149.05,no
female,0,yes,yes,33,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,mailed_check,103.7,3467.0,yes
male,0,no,no,18,yes,yes,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),90.7,1597.25,yes
male,0,yes,yes,7,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,electronic_check,48.7,340.25,yes
female,1,yes,no,60,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),110.0,6668.35,no
female,0,yes,yes,3,no,no_phone_service,dsl,no,yes,no,no,no,yes,month-to-month,no,mailed_check,40.3,92.5,no
male,1,yes,no,24,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.25,2433.9,yes
male,1,yes,no,23,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.45,2184.85,no
female,0,no,no,1,yes,no,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.6,95.6,yes
female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,49.95,49.95,no
male,1,no,no,12,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.45,1200.15,yes
female,1,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),19.5,106.8,no
female,1,no,no,12,yes,yes,fiber_optic,no,yes,no,no,yes,no,month-to-month,yes,electronic_check,91.3,1094.5,yes
female,0,yes,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,24.8,24.8,yes
female,0,yes,no,44,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit_card_(automatic),95.1,4060.55,no
female,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.75,1836.9,no
female,0,yes,no,48,no,no_phone_service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank_transfer_(automatic),45.3,2145.0,yes
female,0,no,no,50,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.7,4729.75,no
male,0,no,no,29,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,electronic_check,58.75,1696.2,no
male,0,no,no,6,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),59.15,336.7,no
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.05,70.05,yes
male,0,yes,yes,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),69.95,69.95,no
female,0,no,no,32,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.55,654.55,no
female,0,no,no,2,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,24.5,46.4,no
female,0,no,no,39,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.7,762.45,no
male,1,no,no,57,yes,yes,dsl,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),79.75,4438.2,no
male,0,no,no,26,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,80.5,2088.8,yes
male,0,no,no,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.3,595.05,no
female,0,no,yes,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.1,589.25,no
male,0,no,no,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,bank_transfer_(automatic),20.75,739.9,no
male,0,no,no,14,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,92.9,1337.45,no
male,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),88.6,6201.95,no
female,0,yes,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,bank_transfer_(automatic),20.3,20.3,no
female,0,no,no,48,yes,no,fiber_optic,no,yes,no,no,no,no,one_year,no,electronic_check,75.15,3772.65,no
male,0,yes,yes,6,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed_check,55.3,324.25,yes
female,1,no,no,20,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic_check,94.1,1782.4,yes
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.25,70.25,yes
